""

"Save Time: 21/06/2015 10:23:06"
"User Name:omcuser"


" "

"Total 202 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:50:00 UTC+06:00,5 Min,783.0M,2.36K,19.59,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:55:00 UTC+06:00,5 Min,782.0M,2.26K,19.55,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:00:00 UTC+06:00,5 Min,779.0M,2.2K,19.47,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:05:00 UTC+06:00,5 Min,803.0M,2.35K,20.09,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:10:00 UTC+06:00,5 Min,823.0M,2.23K,20.56,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:15:00 UTC+06:00,5 Min,782.0M,2.31K,19.56,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:20:00 UTC+06:00,5 Min,763.0M,2.36K,19.08,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:25:00 UTC+06:00,5 Min,745.0M,2.26K,18.62,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:30:00 UTC+06:00,5 Min,734.0M,2.2K,18.36,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:35:00 UTC+06:00,5 Min,740.0M,2.36K,18.50,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:40:00 UTC+06:00,5 Min,676.0M,2.23K,16.91,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:45:00 UTC+06:00,5 Min,593.0M,2.31K,14.84,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:50:00 UTC+06:00,5 Min,489.0M,2.36K,12.22,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 18:55:00 UTC+06:00,5 Min,309.0M,2.26K,7.74,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:00:00 UTC+06:00,5 Min,195.0M,2.21K,4.88,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:05:00 UTC+06:00,5 Min,230.0M,2.34K,5.75,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:10:00 UTC+06:00,5 Min,317.0M,2.23K,7.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:15:00 UTC+06:00,5 Min,415.0M,2.31K,10.37,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:20:00 UTC+06:00,5 Min,561.0M,2.36K,14.04,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:25:00 UTC+06:00,5 Min,684.0M,2.26K,17.11,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:30:00 UTC+06:00,5 Min,780.0M,2.21K,19.50,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:35:00 UTC+06:00,5 Min,834.0M,2.35K,20.84,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:40:00 UTC+06:00,5 Min,894.0M,2.23K,22.35,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:45:00 UTC+06:00,5 Min,935.0M,2.31K,23.38,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:50:00 UTC+06:00,5 Min,980.0M,2.36K,24.49,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 19:55:00 UTC+06:00,5 Min,1.0G,2.25K,25.05,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:00:00 UTC+06:00,5 Min,980.0M,2.2K,24.51,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:05:00 UTC+06:00,5 Min,979.0M,2.35K,24.47,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:10:00 UTC+06:00,5 Min,972.0M,2.23K,24.30,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:15:00 UTC+06:00,5 Min,968.0M,2.31K,24.19,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:20:00 UTC+06:00,5 Min,960.0M,2.35K,24.01,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:25:00 UTC+06:00,5 Min,947.0M,2.25K,23.68,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:30:00 UTC+06:00,5 Min,904.0M,2.21K,22.60,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:35:00 UTC+06:00,5 Min,920.0M,2.34K,23.01,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:40:00 UTC+06:00,5 Min,885.0M,2.23K,22.13,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:45:00 UTC+06:00,5 Min,895.0M,2.31K,22.37,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:50:00 UTC+06:00,5 Min,894.0M,2.36K,22.34,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 20:55:00 UTC+06:00,5 Min,882.0M,2.25K,22.05,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:00:00 UTC+06:00,5 Min,879.0M,2.2K,21.97,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:05:00 UTC+06:00,5 Min,878.0M,2.35K,21.94,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:10:00 UTC+06:00,5 Min,869.0M,2.23K,21.73,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:15:00 UTC+06:00,5 Min,914.0M,2.32K,22.85,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:20:00 UTC+06:00,5 Min,876.0M,2.36K,21.90,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:25:00 UTC+06:00,5 Min,909.0M,2.26K,22.72,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:30:00 UTC+06:00,5 Min,907.0M,2.2K,22.68,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:35:00 UTC+06:00,5 Min,917.0M,2.34K,22.93,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:40:00 UTC+06:00,5 Min,916.0M,2.23K,22.90,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:45:00 UTC+06:00,5 Min,918.0M,2.31K,22.96,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:50:00 UTC+06:00,5 Min,901.0M,2.36K,22.54,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 21:55:00 UTC+06:00,5 Min,878.0M,2.26K,21.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:00:00 UTC+06:00,5 Min,884.0M,2.21K,22.09,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:05:00 UTC+06:00,5 Min,888.0M,2.35K,22.20,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:10:00 UTC+06:00,5 Min,924.0M,2.22K,23.11,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:15:00 UTC+06:00,5 Min,930.0M,2.32K,23.24,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:20:00 UTC+06:00,5 Min,951.0M,2.35K,23.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:25:00 UTC+06:00,5 Min,961.0M,2.25K,24.02,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:30:00 UTC+06:00,5 Min,992.0M,2.21K,24.79,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:35:00 UTC+06:00,5 Min,1.02G,2.35K,25.39,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:40:00 UTC+06:00,5 Min,1.03G,2.23K,25.85,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:45:00 UTC+06:00,5 Min,1.06G,2.3K,26.39,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:50:00 UTC+06:00,5 Min,1.08G,2.36K,26.93,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 22:55:00 UTC+06:00,5 Min,1.09G,2.26K,27.14,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:00:00 UTC+06:00,5 Min,1.12G,2.2K,27.97,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:05:00 UTC+06:00,5 Min,1.14G,2.35K,28.59,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:10:00 UTC+06:00,5 Min,1.13G,2.23K,28.35,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:15:00 UTC+06:00,5 Min,1.17G,2.3K,29.14,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:20:00 UTC+06:00,5 Min,1.16G,2.36K,29.03,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:25:00 UTC+06:00,5 Min,1.19G,2.25K,29.65,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:30:00 UTC+06:00,5 Min,1.21G,2.2K,30.31,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:35:00 UTC+06:00,5 Min,1.21G,2.35K,30.21,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:40:00 UTC+06:00,5 Min,1.24G,2.23K,30.96,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:45:00 UTC+06:00,5 Min,1.25G,2.31K,31.25,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:50:00 UTC+06:00,5 Min,1.23G,2.36K,30.83,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 23:55:00 UTC+06:00,5 Min,1.21G,2.26K,30.24,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:00:00 UTC+06:00,5 Min,1.19G,2.2K,29.66,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:05:00 UTC+06:00,5 Min,1.19G,2.35K,29.69,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:10:00 UTC+06:00,5 Min,1.16G,2.23K,28.90,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:15:00 UTC+06:00,5 Min,1.13G,2.31K,28.21,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:20:00 UTC+06:00,5 Min,1.13G,2.36K,28.22,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:25:00 UTC+06:00,5 Min,1.13G,2.25K,28.22,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:30:00 UTC+06:00,5 Min,1.08G,2.21K,26.99,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:35:00 UTC+06:00,5 Min,1.07G,2.35K,26.84,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:40:00 UTC+06:00,5 Min,955.0M,2.22K,23.88,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:45:00 UTC+06:00,5 Min,884.0M,2.31K,22.10,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:50:00 UTC+06:00,5 Min,937.0M,2.36K,23.43,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 00:55:00 UTC+06:00,5 Min,934.0M,2.25K,23.34,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:00:00 UTC+06:00,5 Min,908.0M,2.21K,22.69,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:05:00 UTC+06:00,5 Min,929.0M,2.35K,23.21,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:10:00 UTC+06:00,5 Min,957.0M,2.22K,23.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:15:00 UTC+06:00,5 Min,946.0M,2.31K,23.64,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:20:00 UTC+06:00,5 Min,922.0M,2.35K,23.04,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:25:00 UTC+06:00,5 Min,918.0M,2.25K,22.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:30:00 UTC+06:00,5 Min,864.0M,2.2K,21.60,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:35:00 UTC+06:00,5 Min,838.0M,2.36K,20.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:40:00 UTC+06:00,5 Min,849.0M,2.22K,21.23,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:45:00 UTC+06:00,5 Min,804.0M,2.31K,20.10,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:50:00 UTC+06:00,5 Min,718.0M,2.36K,17.96,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 01:55:00 UTC+06:00,5 Min,680.0M,2.25K,17.00,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:00:00 UTC+06:00,5 Min,661.0M,2.2K,16.52,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:05:00 UTC+06:00,5 Min,663.0M,2.35K,16.58,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:10:00 UTC+06:00,5 Min,638.0M,2.23K,15.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:15:00 UTC+06:00,5 Min,625.0M,2.31K,15.63,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:20:00 UTC+06:00,5 Min,599.0M,2.36K,14.98,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:25:00 UTC+06:00,5 Min,558.0M,2.25K,13.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:30:00 UTC+06:00,5 Min,546.0M,2.21K,13.66,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:35:00 UTC+06:00,5 Min,530.0M,2.35K,13.25,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:40:00 UTC+06:00,5 Min,524.0M,2.23K,13.10,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:45:00 UTC+06:00,5 Min,482.0M,2.31K,12.04,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:50:00 UTC+06:00,5 Min,467.0M,2.36K,11.68,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 02:55:00 UTC+06:00,5 Min,417.0M,2.26K,10.42,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:00:00 UTC+06:00,5 Min,416.0M,2.21K,10.40,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:05:00 UTC+06:00,5 Min,429.0M,2.35K,10.72,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:10:00 UTC+06:00,5 Min,413.0M,2.22K,10.31,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:15:00 UTC+06:00,5 Min,426.0M,2.31K,10.66,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:20:00 UTC+06:00,5 Min,435.0M,2.36K,10.88,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:25:00 UTC+06:00,5 Min,460.0M,2.25K,11.49,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:30:00 UTC+06:00,5 Min,557.0M,2.2K,13.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:35:00 UTC+06:00,5 Min,637.0M,2.36K,15.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:40:00 UTC+06:00,5 Min,727.0M,2.22K,18.19,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:45:00 UTC+06:00,5 Min,805.0M,2.3K,20.13,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:50:00 UTC+06:00,5 Min,782.0M,2.37K,19.54,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 03:55:00 UTC+06:00,5 Min,713.0M,2.26K,17.84,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:00:00 UTC+06:00,5 Min,697.0M,2.2K,17.43,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:05:00 UTC+06:00,5 Min,691.0M,2.34K,17.26,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:10:00 UTC+06:00,5 Min,675.0M,2.23K,16.88,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:15:00 UTC+06:00,5 Min,705.0M,2.31K,17.62,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:20:00 UTC+06:00,5 Min,739.0M,2.36K,18.47,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:25:00 UTC+06:00,5 Min,791.0M,2.25K,19.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:30:00 UTC+06:00,5 Min,762.0M,2.2K,19.05,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:35:00 UTC+06:00,5 Min,737.0M,2.35K,18.43,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:40:00 UTC+06:00,5 Min,683.0M,2.22K,17.07,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:45:00 UTC+06:00,5 Min,631.0M,2.31K,15.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:50:00 UTC+06:00,5 Min,569.0M,2.36K,14.23,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 04:55:00 UTC+06:00,5 Min,505.0M,2.26K,12.62,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:00:00 UTC+06:00,5 Min,442.0M,2.2K,11.05,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:05:00 UTC+06:00,5 Min,316.0M,2.35K,7.91,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:10:00 UTC+06:00,5 Min,295.0M,2.22K,7.39,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:15:00 UTC+06:00,5 Min,265.0M,2.31K,6.63,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:20:00 UTC+06:00,5 Min,244.0M,2.36K,6.10,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:25:00 UTC+06:00,5 Min,224.0M,2.25K,5.59,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:30:00 UTC+06:00,5 Min,206.0M,2.21K,5.15,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:35:00 UTC+06:00,5 Min,209.0M,2.35K,5.22,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:40:00 UTC+06:00,5 Min,200.0M,2.22K,5.01,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:45:00 UTC+06:00,5 Min,192.0M,2.32K,4.80,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:50:00 UTC+06:00,5 Min,167.0M,2.35K,4.18,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 05:55:00 UTC+06:00,5 Min,158.0M,2.26K,3.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:00:00 UTC+06:00,5 Min,157.0M,2.21K,3.94,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:05:00 UTC+06:00,5 Min,151.0M,2.35K,3.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:10:00 UTC+06:00,5 Min,145.0M,2.22K,3.63,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:15:00 UTC+06:00,5 Min,140.0M,2.31K,3.50,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:20:00 UTC+06:00,5 Min,146.0M,2.36K,3.65,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:25:00 UTC+06:00,5 Min,139.0M,2.25K,3.48,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:30:00 UTC+06:00,5 Min,136.0M,2.21K,3.40,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:35:00 UTC+06:00,5 Min,139.0M,2.36K,3.48,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:40:00 UTC+06:00,5 Min,141.0M,2.22K,3.53,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:45:00 UTC+06:00,5 Min,150.0M,2.31K,3.76,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:50:00 UTC+06:00,5 Min,152.0M,2.36K,3.80,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 06:55:00 UTC+06:00,5 Min,143.0M,2.26K,3.57,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:00:00 UTC+06:00,5 Min,159.0M,2.2K,3.97,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:05:00 UTC+06:00,5 Min,167.0M,2.35K,4.19,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:10:00 UTC+06:00,5 Min,181.0M,2.23K,4.52,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:15:00 UTC+06:00,5 Min,185.0M,2.31K,4.61,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:20:00 UTC+06:00,5 Min,197.0M,2.36K,4.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:25:00 UTC+06:00,5 Min,204.0M,2.26K,5.10,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:30:00 UTC+06:00,5 Min,211.0M,2.2K,5.27,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:35:00 UTC+06:00,5 Min,217.0M,2.36K,5.43,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:40:00 UTC+06:00,5 Min,224.0M,2.23K,5.60,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:45:00 UTC+06:00,5 Min,236.0M,2.31K,5.90,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:50:00 UTC+06:00,5 Min,238.0M,2.36K,5.96,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 07:55:00 UTC+06:00,5 Min,252.0M,2.25K,6.29,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:00:00 UTC+06:00,5 Min,258.0M,2.21K,6.45,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:05:00 UTC+06:00,5 Min,268.0M,2.35K,6.69,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:10:00 UTC+06:00,5 Min,282.0M,2.22K,7.06,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:15:00 UTC+06:00,5 Min,312.0M,2.31K,7.81,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:20:00 UTC+06:00,5 Min,333.0M,2.37K,8.32,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:25:00 UTC+06:00,5 Min,371.0M,2.25K,9.28,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:30:00 UTC+06:00,5 Min,373.0M,2.2K,9.32,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:35:00 UTC+06:00,5 Min,394.0M,2.36K,9.86,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:40:00 UTC+06:00,5 Min,403.0M,2.22K,10.06,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:45:00 UTC+06:00,5 Min,406.0M,2.31K,10.15,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:50:00 UTC+06:00,5 Min,411.0M,2.36K,10.27,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 08:55:00 UTC+06:00,5 Min,416.0M,2.26K,10.41,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:00:00 UTC+06:00,5 Min,451.0M,2.2K,11.27,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:05:00 UTC+06:00,5 Min,453.0M,2.36K,11.33,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:10:00 UTC+06:00,5 Min,456.0M,2.23K,11.40,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:15:00 UTC+06:00,5 Min,470.0M,2.31K,11.76,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:20:00 UTC+06:00,5 Min,483.0M,2.36K,12.08,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:25:00 UTC+06:00,5 Min,506.0M,2.26K,12.66,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:30:00 UTC+06:00,5 Min,480.0M,2.21K,11.99,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:35:00 UTC+06:00,5 Min,506.0M,2.35K,12.65,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:40:00 UTC+06:00,5 Min,505.0M,2.22K,12.63,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,21/06/2015 09:45:00 UTC+06:00,5 Min,547.0M,2.31K,13.67,0.00
